biomass,biomass_author,biomass_year,biomass_journal,biomass_doi,biomass_database,biomass_mosaic,biomass_notes,height,height_author,height_year,height_journal,height_doi,height_database,height_mosaic,height_notes,growthdet,growthdet_author,growthdet_year,growthdet_journal,growthdet_doi,growthdet_database,growthdet_mosaic,growthdet_notes,regen,regen_author,regen_year,regen_journal,regen_doi,regen_database,regen_mosaic,regen_notes,dimorph,dimorph_author,dimorph_year,dimorph_journal,dimorph_doi,dimorph_database,dimorph_mosaic,dimorph_notes,matsyst,matsyst_author,matsyst_year,matsyst_journal,matsyst_doi,matsyst_database,matsyst_mosaic,matsyst_notes,hermaph,hermaph_author,hermaph_year,hermaph_journal,hermaph_doi,hermaph_database,hermaph_mosaic,hermaph_notes,seqherm,seqherm_author,seqherm_year,seqherm_journal,seqherm_doi,seqherm_database,seqherm_mosaic,seqherm_notes,dispcap,dispcap_author,dispcap_year,dispcap_journal,dispcap_doi,dispcap_database,dispcap_mosaic,dispcap_notes,disptype,disptype_author,disptype_year,disptype_journal,disptype_doi,disptype_database,disptype_mosaic,disptype_notes,checkModeDisp,modedisp_author,modedisp_year,modedisp_journal,modedispe_doi,modedisp_database,modedisp_mosaic,modedisp_notes,dispclass,dispclass_author,dispclass_year,dispclass_journal,dispclass_doi,dispclass_database,dispclass_mosaic,dispclass_notes,volancy,volancy_author,volancy_year,volancy_journal,volancy_doi,volancy_database,volancy_mosaic,volancy_notes,aquadep,aquadep_author,aquadep_year,aquadep_journal,aquadep_doi,aquadep_database,aquadep_mosaic,aquadep_notes,specieslist
1245,"Myhrvold, N.P. et al.",2015,Ecology,10.1890/15-0846R.1,Amniote,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Gonochorous,"Parr, C. S. et al.",2014,Biodivers. Data J..,10.3897/BDJ.2.e1079,EOL,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,"Terrestrial, Facultative Freshwater Dependent","Singh, P.; & Downs, C.T.",2016,Urban Ecosystems,10.1007/s11252-016-0541-5,NDY,NDY,,Bostrychia hagedash
10840,"Myhrvold, N.P. et al.",2015,Ecology,10.1890/15-0846R.1,Amniote,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Monomorphic,"Villavicencio, J. E. S.",2016,Thesis,NDY,NDY,NDY,,Non-monogamous,"Lukas, D., & Clutton-Brock, T. H.",2013,Science,10.1126/science.1238677,NDY,NDY,,Gonochorous,"Strier, K.B., Dib, L.T. & Figueira, J.E.C",2002,Behaviour,10.1163/156853902760102690,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Natal Dispersal,"Strier, K. B. et al.",2006,American Journal of Physical Anthropology,doi.org/10.1002/ajpa.20366,NDY,NDY,,Active,"Strier, K. B. et al.",2006,American Journal of Physical Anthropology,doi.org/10.1002/ajpa.20366,NDY,NDY,,Motile,"Strier, K. B. et al.",2006,American Journal of Physical Anthropology,doi.org/10.1002/ajpa.20366,NDY,NDY,,Adult,"Strier, K. B. et al.",2006,American Journal of Physical Anthropology,doi.org/10.1002/ajpa.20366,NDY,NDY,,Non-volant,"Strier, K. B. et al.",2006,American Journal of Physical Anthropology,doi.org/10.1002/ajpa.20366,NDY,NDY,,"Terrestrial, Facultative Freshwater Dependent","Mourthé, I.M.C. et al.",2007,American Journal of Primatology,10.1002/ajp.20405,NDY,NDY,,Brachyteles hypoxanthus
505,"Myhrvold, N.P. et al.",2015,Ecology,10.1890/15-0846R.1,Amniote,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Dimorphic,"Myhrvold, N.P. et al.",2015,Ecology,10.1890/15-0846R.1,Amniota,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Gonochorous,"Parr, C. S. et al.",2014,Biodivers. Data J..,10.3897/BDJ.2.e1079,EOL,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Natal Dispersal,"Griffin, C. R., Paton, P. W. C. & Baskett, T. S.",1998,The Condor,doi.org/10.2307/1369746,NDY,NDY,,Active,"Griffin, C. R., Paton, P. W. C. & Baskett, T. S.",1998,The Condor,doi.org/10.2307/1369746,NDY,NDY,,Motile,"Griffin, C. R., Paton, P. W. C. & Baskett, T. S.",1998,The Condor,doi.org/10.2307/1369746,NDY,NDY,,Juvenile,"Griffin, C. R., Paton, P. W. C. & Baskett, T. S.",1998,The Condor,doi.org/10.2307/1369746,NDY,NDY,,Non-volant,"Griffin, C. R., Paton, P. W. C. & Baskett, T. S.",1998,The Condor,doi.org/10.2307/1369746,NDY,NDY,,"Terrestrial, Water Habitat Independent","Klavitter, J.L.; Marzluff, J.M.; & Vekasy, M.S.",2003,Journal of Wildlife Management,10.2307/3803072,NDY,NDY,,Buteo solitarius
10900,"Myhrvold, N.P. et al.",2015,Ecology,10.1890/15-0846R.1,Amniote,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Determinate,Campos et al.,2014,PLoS ONE,10.1371/journal.pone.0089363,NDY,NDY,,Regenerative,Bellairs and Bryant,1985,NDY,978-0471812043,NDY,NDY,,Dimorphic,"Myhrvold, N.P. et al.",2015,Ecology,10.1890/15-0846R.1,Amniota,NDY,,Non-monogamous,Oliveira et al.,2014,J. Hered,https://doi.org/10.1093/jhered/esu020,NDY,NDY,,Gonochorous,The Tree of Sex Consortium,2014,Sci. Data,10.1038/sdata.2014.15,Tree of Sex,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Natal Dispersal,"Campos, Z. et al.",2006,The Herpetological Journal,https://www.thebhs.org/publications/the-herpetological-journal/volume-16-number-2-april-2006/431-04-long-distance-movements-by-i-caiman-crocodilus-yacare-i-implications-for-management-of-the-species-in-the-brazilian-pantanal,NDY,NDY,,Active,"Campos, Z. et al.",2006,The Herpetological Journal,https://www.thebhs.org/publications/the-herpetological-journal/volume-16-number-2-april-2006/431-04-long-distance-movements-by-i-caiman-crocodilus-yacare-i-implications-for-management-of-the-species-in-the-brazilian-pantanal,NDY,NDY,,Motile,"Campos, Z. et al.",2006,The Herpetological Journal,https://www.thebhs.org/publications/the-herpetological-journal/volume-16-number-2-april-2006/431-04-long-distance-movements-by-i-caiman-crocodilus-yacare-i-implications-for-management-of-the-species-in-the-brazilian-pantanal,NDY,NDY,,Juvenile,"Terry, K., Harding, J> & Dewey, T.",2021,The Animal Diversity Web (online) - The University of Michigan,https://animaldiversity.org/accounts/Caiman_crocodilus/,ADW,NDY,,Non-volant,"Campos, Z. et al.",2006,The Herpetological Journal,https://www.thebhs.org/publications/the-herpetological-journal/volume-16-number-2-april-2006/431-04-long-distance-movements-by-i-caiman-crocodilus-yacare-i-implications-for-management-of-the-species-in-the-brazilian-pantanal,NDY,NDY,,"Terrestrial, Obligative Freshwater Dependent","Ouboter, P.E.; & Nanhoe, L.M.R",1988,Journal of Herpetology,10.2307/1564151,NDY,NDY,,Caiman crocodilus
55465,"Myhrvold, N.P. et al.",2015,Ecology,10.1890/15-0846R.1,Amniote,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Indeterminate,"Deutsch, C., Crocker, D., & Costa, D.",1994,NDY,978-0520083646,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Dimorphic,"Sanfelice, D., & De Freitas, T. R.",2008,J. Mammal.,10.1644/07-MAMM-A-344.1,NDY,NDY,,Non-monogamous,"Lukas, D., & Clutton-Brock, T. H.",2013,Science,10.1126/science.1238677,NDY,NDY,,Gonochorous,"Strier, K.B., Dib, L.T. & Figueira, J.E.C",2002,Behaviour,10.1163/156853902760102690,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Non-dispersing,"Baker, J. D.",1995,Animal Behaviour,doi.org/10.1006/anbe.1995.0236,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,"Terrestrial, Obligative Marine Water Dependent","Zeppelin, T.K.; & Ream, R.R.",2006,Journal of Zoology,10.1111/j.1469-7998.2006.00122.x,NDY,NDY,,Callorhinus ursinus
77000,"Myhrvold, N.P. et al.",2015,Ecology,10.1890/15-0846R.1,Amniote,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Determinate,Bergeron et al.,1999,Behav. Ecol. Sociobiol.,10.1007/s00265-010-0944-x,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Dimorphic,"Bergeron, P. et al.",2010,Behav. Ecol. Sociobiol.,10.1007/s00265-010-0944-x,NDY,NDY,,Non-monogamous,"Lukas, D., & Clutton-Brock, T. H.",2013,Science,10.1126/science.1238677,NDY,NDY,,Gonochorous,The Tree of Sex Consortium,2014,Sci. Data,10.1038/sdata.2014.15,Tree of Sex,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Natal Dispersal,"Torres, R. T. et al.",2017,Oryx,doi.org/10.1017/S003060531600065X,NDY,NDY,,Active,"Torres, R. T. et al.",2017,Oryx,doi.org/10.1017/S003060531600065X,NDY,NDY,,Motile,"Torres, R. T. et al.",2017,Oryx,doi.org/10.1017/S003060531600065X,NDY,NDY,,Adult,"Torres, R. T. et al.",2017,Oryx,doi.org/10.1017/S003060531600065X,NDY,NDY,,Non-volant,"Torres, R. T. et al.",2017,Oryx,doi.org/10.1017/S003060531600065X,NDY,NDY,,"Terrestrial, Water Habitat Independent","Parrini, F. et al.",2003,Acta Theriologica,10.1007/BF03194179,NDY,NDY,,Capra ibex
NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Indeterminate,Breeggemann et al.,2014,West. N. Am. Nat.,10.3398/064.074.0305,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Monomorphic,"Froese, R. & Pauly, D.",2021,NDY,NDY,rFishbase,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Gonochorous,"Froese, R., & Pauly, D.",2010,NDY,NDY,Fishbase,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,DFO,2013,Canadian Science Advisory Secretariat Central and Arctic Region Science Advisory Report,https://waves-vagues.dfo-mpo.gc.ca/Library/348841.pdf,NDY,NDY,,NDY,DFO,2013,Canadian Science Advisory Secretariat Central and Arctic Region Science Advisory Report,https://waves-vagues.dfo-mpo.gc.ca/Library/348841.pdf,NDY,NDY,,NDY,DFO,2013,Canadian Science Advisory Secretariat Central and Arctic Region Science Advisory Report,https://waves-vagues.dfo-mpo.gc.ca/Library/348841.pdf,NDY,NDY,,NDY,DFO,2013,Canadian Science Advisory Secretariat Central and Arctic Region Science Advisory Report,https://waves-vagues.dfo-mpo.gc.ca/Library/348841.pdf,NDY,NDY,,NDY,DFO,2013,Canadian Science Advisory Secretariat Central and Arctic Region Science Advisory Report,https://waves-vagues.dfo-mpo.gc.ca/Library/348841.pdf,NDY,NDY,,"Freshwater, Lotic","Dunham, A.E.; Smith, G.R.; & Taylor, J.N.",1979,Evolution,10.2307/2407652,NDY,NDY,,Catostomus platyrhynchus
2655,"Myhrvold, N.P. et al.",2015,Ecology,10.1890/15-0846R.1,Amniote,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Dimorphic,"Clutton-Brock, T. H., Harvey, P. H., & Rudder, B.",1977,Nature,10.1038/269797a0,NDY,NDY,,Non-monogamous,"Lukas, D., & Clutton-Brock, T. H.",2013,Science,10.1126/science.1238677,NDY,NDY,,Gonochorous,"Nowak, R. M.",1999,Walker's Mammals of the World,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Natal Dispersal,"Jack, K. M., Sheller, C. & Fedigan, L. M.",2012,American Journal of Primatology,doi.org/10.1002/ajp.20974,NDY,NDY,,Active,"Jack, K. M., Sheller, C. & Fedigan, L. M.",2012,American Journal of Primatology,doi.org/10.1002/ajp.20974,NDY,NDY,,Motile,"Jack, K. M., Sheller, C. & Fedigan, L. M.",2012,American Journal of Primatology,doi.org/10.1002/ajp.20974,NDY,NDY,,Adult and Juvenile,"Jack, K. M., Sheller, C. & Fedigan, L. M.",2012,American Journal of Primatology,doi.org/10.1002/ajp.20974,NDY,NDY,,Non-volant,"Jack, K. M., Sheller, C. & Fedigan, L. M.",2012,American Journal of Primatology,doi.org/10.1002/ajp.20974,NDY,NDY,,"Terrestrial, Facultative Freshwater Dependent","Johnson, E.T. et al.",2020,American Journal of Primatology,10.1002/ajp.23096,NDY,NDY,,Cebus capucinus
1650,"Myhrvold, N.P. et al.",2015,Ecology,10.1890/15-0846R.1,Amniote,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Dimorphic,"Myhrvold, N.P. et al.",2015,Ecology,10.1890/15-0846R.1,Amniota,NDY,,Non-monogamous,"Parr, C. S. et al.",2014,Biodivers. Data J..,10.3897/BDJ.2.e1079,EOL,NDY,,Gonochorous,NDY,NDY,NDY,NDY,EOL,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Dispersing,"Zimmerman, S. J. et al.",2019,The Condor,doi.org/10.1093/condor/duy006,NDY,NDY,,Active,"Zimmerman, S. J. et al.",2019,The Condor,doi.org/10.1093/condor/duy006,NDY,NDY,,Motile,"Zimmerman, S. J. et al.",2019,The Condor,doi.org/10.1093/condor/duy006,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Non-volant,"Zimmerman, S. J. et al.",2019,The Condor,doi.org/10.1093/condor/duy006,NDY,NDY,,"Terrestrial, Facultative Freshwater Dependent","Aldridge, C.L. et al.",2011,Journal of Wildlife Management,10.1002/jwmg.268,NDY,NDY,,Centrocercus minimus
6117,"Myhrvold, N.P. et al.",2015,Ecology,10.1890/15-0846R.1,Amniote,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Dimorphic,"Myhrvold, N.P. et al.",2015,Ecology,10.1890/15-0846R.1,Amniota,NDY,,Non-monogamous,"Lukas, D., & Clutton-Brock, T. H.",2013,Science,10.1126/science.1238677,NDY,NDY,,Gonochorous,"Foerster, S.",2008,Primates,10.1007/s10329-008-0098-x,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Natal Dispersal,"Ekerna, L. S. & Cords, M.",2007,Animal Behaviour,doi.org/10.1016/j.anbehav.2006.11.007,NDY,NDY,,Active,"Ekerna, L. S. & Cords, M.",2007,Animal Behaviour,doi.org/10.1016/j.anbehav.2006.11.007,NDY,NDY,,Motile,"Ekerna, L. S. & Cords, M.",2007,Animal Behaviour,doi.org/10.1016/j.anbehav.2006.11.007,NDY,NDY,,Juvenile,"Ekerna, L. S. & Cords, M.",2007,Animal Behaviour,doi.org/10.1016/j.anbehav.2006.11.007,NDY,NDY,,Non-volant,"Ekerna, L. S. & Cords, M.",2007,Animal Behaviour,doi.org/10.1016/j.anbehav.2006.11.007,NDY,NDY,,"Terrestrial, Facultative Freshwater Dependent","Butynski, T.M.",1990,Ecological Monographs,10.2307/1943024,NDY,NDY,,Cercopithecus mitis
160167,"Myhrvold, N.P. et al.",2015,Ecology,10.1890/15-0846R.1,Amniote,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Determinate,Jarman P.,1983,Biol. Rev.,10.1111/j.1469-185X.1983.tb00398.x,NDY,NDY,,Regenerative,"Chunyi Li, James M Suttie, Dawn E Clark",2004,Journal of Morphology,10.1002/jmor.10273,NDY,NDY,,Dimorphic,"Pérez‐Barbería, F. J., Gordon, I. J., & Pagel, M.",2002,Evolution,10.1111/j.0014-3820.2002.tb01438.x,NDY,NDY,,Non-monogamous,"Lukas, D., & Clutton-Brock, T. H.",2013,Science,10.1126/science.1238677,NDY,NDY,,Gonochorous,The Tree of Sex Consortium,2014,Sci. Data,10.1038/sdata.2014.15,Tree of Sex,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Natal Dispersal,"Prévot, C.& Alain, L.",2013,European Journal of Wildlife Research,doi.org/10.1007/s10344-013-0732-9,NDY,NDY,,Active,"Prévot, C.& Alain, L.",2013,European Journal of Wildlife Research,doi.org/10.1007/s10344-013-0732-9,NDY,NDY,,Motile,"Prévot, C.& Alain, L.",2013,European Journal of Wildlife Research,doi.org/10.1007/s10344-013-0732-9,NDY,NDY,,Juvenile,"Prévot, C.& Alain, L.",2013,European Journal of Wildlife Research,doi.org/10.1007/s10344-013-0732-9,NDY,NDY,,Non-volant,"Prévot, C.& Alain, L.",2013,European Journal of Wildlife Research,doi.org/10.1007/s10344-013-0732-9,NDY,NDY,,"Terrestrial, Water Habitat Independent","Gebert, C.; & Verheyden-Tixier, H.",2008,Mammal Review,10.1111/j.1365-2907.2001.00090.x,NDY,NDY,,Cervus elaphus
2631,"Myhrvold, N.P. et al.",2015,Ecology,10.1890/15-0846R.1,Amniote,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Determinate,"Davies, J., Rockwell, R., & Cooke, F.",1988,Auk,10.1093/auk/105.4.639,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Monomorphic,"Myhrvold, N.P. et al.",2015,Ecology,10.1890/15-0846R.1,Amniota,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Gonochorous,The Tree of Sex Consortium,2014,Sci. Data,10.1038/sdata.2014.15,Tree of Sex,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Multi-dispersal,"Cooch, E. G. et al.",1993,Oecologia,doi.org/10.1007/BF00321202,NDY,NDY,,Active,"Cooch, E. G. et al.",1993,Oecologia,doi.org/10.1007/BF00321202,NDY,NDY,,Motile,"Cooch, E. G. et al.",1993,Oecologia,doi.org/10.1007/BF00321202,NDY,NDY,,Adult and Juvenile,"Cooch, E. G. et al.",1993,Oecologia,doi.org/10.1007/BF00321202,NDY,NDY,,Non-volant,"Cooch, E. G. et al.",1993,Oecologia,doi.org/10.1007/BF00321202,NDY,NDY,,"Terrestrial, Obligative Freshwater Dependent","Taft, O.W.; & Haig, S.M.",2003,Wetlands,10.1672/0277-5212(2003)023[0051:HWIOWV]2.0.CO;2,NDY,NDY,,Chen caerulescens
372,"Myhrvold, N.P. et al.",2015,Ecology,10.1890/15-0846R.1,Amniote,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Indeterminate,Congdon et al.,2012,Ecol. Evol.,10.1007/s10682-012-9595-x,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Dimorphic,"Rowe, J. W.",1997,Am. Midl. Nat.,10.2307/2426664,NDY,NDY,,Non-monogamous,"Uller, T., & Olsson, M.",2008,Mol. Ecol.,10.1111/j.1365-294X.2008.03772.x,NDY,NDY,,Gonochorous,The Tree of Sex Consortium,2014,Sci. Data,10.1038/sdata.2014.15,Tree of Sex,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Natal Dispersal,"Browne, D. R.",2008,Copeia,doi.org/10.1643/CE-06-224,NDY,NDY,,Active,"Browne, D. R.",2008,Copeia,doi.org/10.1643/CE-06-224,NDY,NDY,,Motile,"Browne, D. R.",2008,Copeia,doi.org/10.1643/CE-06-224,NDY,NDY,,Adult,"Browne, D. R.",2008,Copeia,doi.org/10.1643/CE-06-224,NDY,NDY,,Non-volant,"Browne, D. R.",2008,Copeia,doi.org/10.1643/CE-06-224,NDY,NDY,,"Freshwater, Lentic","Mitchell, J.C.",1988,Herpetological Monographs,10.2307/1467026,NDY,NDY,,Chrysemys picta
NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Gonochorous,The Tree of Sex Consortium,2014,Sci. Data,10.1038/sdata.2014.15,Tree of Sex,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Natal Dispersal,"Watt, W. B. et al.",1977,Oecologia,doi.org/10.1007/BF00345682,NDY,NDY,,Active,"Watt, W. B. et al.",1977,Oecologia,doi.org/10.1007/BF00345682,NDY,NDY,,Motile,"Watt, W. B. et al.",1977,Oecologia,doi.org/10.1007/BF00345682,NDY,NDY,,Adult,"Watt, W. B. et al.",1977,Oecologia,doi.org/10.1007/BF00345682,NDY,NDY,,Non-volant,"Watt, W. B. et al.",1977,Oecologia,doi.org/10.1007/BF00345682,NDY,NDY,,"Terrestrial, Water habitat independent","Hayes, J.L.",1981,Oecologia,10.1007/BF00349187,NDY,NDY,,Colias alexandra
NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Regenerative,Wagner and Misof,1992,J. Exp. Zool.,10.1002/jez.1402610108,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Non-dispersing,"Ruppert, J. L. W. et al.",2017,Conservation Genetics,doi.org/10.1007/s10592-017-0938-6,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Non-volant,"Ruppert, J. L. W. et al.",2017,Conservation Genetics,doi.org/10.1007/s10592-017-0938-6,NDY,NDY,,"Freshwater, Lotic","Kerfoot, J.R.; & Schaefer, J.F.",2006,Environmental Biology of Fishes,10.1007/s10641-006-9000-0,NDY,NDY,,Cottus sp.
NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Regenerative,Kleppel,2020,NDY,https://ecommons.udayton.edu/uhp_theses/143,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Hermaphroditic,"Harding, J.M. et al.",2013,J. Mar. Biol. Assoc. U. K.,10.1017/S002531541200032X,NDY,NDY,,Protandry,"Harding, J.M. et al.",2013,J. Mar. Biol. Assoc. U. K.,10.1017/S002531541200032X,NDY,NDY,,Natal Dispersal,"Hubbard, A. B. & Reidenbach, M. A.",2015,Marine Ecology Progress Series,doi.org/10.3354/meps11373,NDY,NDY,,Active,"Hubbard, A. B. & Reidenbach, M. A.",2015,Marine Ecology Progress Series,doi.org/10.3354/meps11373,NDY,NDY,,Motile,"Hubbard, A. B. & Reidenbach, M. A.",2015,Marine Ecology Progress Series,doi.org/10.3354/meps11373,NDY,NDY,,Juvenile,"Hubbard, A. B. & Reidenbach, M. A.",2015,Marine Ecology Progress Series,doi.org/10.3354/meps11373,NDY,NDY,,Non-volant,"Hubbard, A. B. & Reidenbach, M. A.",2015,Marine Ecology Progress Series,doi.org/10.3354/meps11373,NDY,NDY,,Estuarine/Brackish,"Hanke, M.H.; Posey, M.H.; & Alphin, T.D.",2017,Marine Ecology,https://www.jstor.org/stable/26403572,NDY,NDY,,Crassostrea virginica
19500,"Myhrvold, N.P. et al.",2015,Ecology,10.1890/15-0846R.1,Amniote,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Determinate,"O’Meara, R. & Asher, R.",2016,Paleobiology,10.1017/pab.2015.51,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Dimorphic,Other,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Gonochorous,NDY,NDY,NDY,NDY,Other,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,"Terrestrial, Obligative Freshwater Dependent","Delaney, R. et al.",2010,Report,https://depws.nt.gov.au/__data/assets/pdf_file/0006/255156/FW_CrocProgram_05July1020_2_.pdf,NDY,NDY,,Crocodylus johnsoni
94200,"Myhrvold, N.P. et al.",2015,Ecology,10.1890/15-0846R.1,Amniote,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Indeterminate,"Hutton, J.",1987,J Anim Ecol,10.2307/4797,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Dimorphic,Other,NDY,NDY,NDY,NDY,NDY,,Non-monogamous,NDY,NDY,NDY,NDY,Other,NDY,,Gonochorous,The Tree of Sex Consortium,2014,Sci. Data,10.1038/sdata.2014.15,Tree of Sex,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Natal Dispersal,"Hutton, J.",1989,American Zoologist,https://www.jstor.org/stable/3883501,NDY,NDY,,Active,"Hutton, J.",1989,American Zoologist,https://www.jstor.org/stable/3883501,NDY,NDY,,Motile,"Hutton, J.",1989,American Zoologist,https://www.jstor.org/stable/3883501,NDY,NDY,,Juvenile,"Hutton, J.",1989,American Zoologist,https://www.jstor.org/stable/3883501,NDY,NDY,,Non-volant,"Hutton, J.",1989,American Zoologist,https://www.jstor.org/stable/3883501,NDY,NDY,,"Terrestrial, Obligative Freshwater Dependent","Calverley, P.M.; & Downs, C.T.",2014,Herpetologica,https://www.jstor.org/stable/24635245,NDY,NDY,,Crocodylus niloticus
